website,website_url,parent_name,parent_url,parent_display_order,parent_open_method,sub_child_name,sub_child_url,sub_child_display_order,sub_child_activation_method,child_name,child_url,child_display_order,column_number,row_number,hierarchy_level,discovery_method,source_selector,normalized_url,url_missing,is_duplicate,scraped_at,http_status,final_url,redirect_url,response_error,validation_timestamp
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,iPhone,https://parts4cells.com/devices/iphone.html,1,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/iphone.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,Samsung,https://parts4cells.com/devices/samsung.html,2,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/samsung.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,Macbook,https://parts4cells.com/devices/macbook.html,3,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/macbook.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,iPad,https://parts4cells.com/devices/ipad.html,4,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/ipad.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,iWatch,https://parts4cells.com/devices/iwatch.html,5,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/iwatch.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,OnePlus,https://parts4cells.com/devices/oneplus.html,6,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/oneplus.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,Revvl,https://parts4cells.com/devices/other.html,7,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/other.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,$150 Below,https://parts4cells.com/devices/150-below.html,8,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/150-below.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,$99 Below,https://parts4cells.com/devices/99-below.html,9,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/99-below.html,False,False,2026-09-07T04:41:35+00:00,,,,,
Parts4Cells,https://parts4cells.com/,Devices,https://parts4cells.com/devices.html,1,click,Device Boxes,https://parts4cells.com/devices/device-boxes.html,10,dom-inspection,,,0,0,0,2,dom-inspection,div.main-menu-head > div.row > div.col-md-12.megamenu > ul.sub-menu.sub-menu-top > li.level1 > div.sub-menu-toggle-main > a.sub-menu-toggle.device-category,https://parts4cells.com/devices/device-boxes.html,False,False,2026-09-07T04:41:35+00:00,,,,,
